OrderID,ProductID, UnitPrice ,Quantity,Discount %,  Gross Revenue  , Discount ,  Net Revenue  
10290,29, $99.00 ,15,0%," $1,485.00 ", $-   ," $1,485.00 "
10290,49, $16.00 ,15,0%, $240.00 , $-   , $240.00 
10294,17, $31.20 ,15,0%, $468.00 , $-   , $468.00 
10294,43, $36.80 ,15,0%, $552.00 , $-   , $552.00 
10296,69, $28.80 ,15,0%, $432.00 , $-   , $432.00 
10298,62, $39.40 ,15,0%, $591.00 , $-   , $591.00 
10299,19, $7.30 ,15,0%, $109.50 , $-   , $109.50 
10331,54, $5.90 ,15,0%, $88.50 , $-   , $88.50 
10338,30, $20.70 ,15,0%, $310.50 , $-   , $310.50 
10343,76, $14.40 ,15,0%, $216.00 , $-   , $216.00 
10367,65, $16.80 ,15,0%, $252.00 , $-   , $252.00 
10374,58, $10.60 ,15,0%, $159.00 , $-   , $159.00 
10375,14, $18.60 ,15,0%, $279.00 , $-   , $279.00 
10383,50, $13.00 ,15,0%, $195.00 , $-   , $195.00 
10384,60, $27.20 ,15,0%, $408.00 , $-   , $408.00 
10386,24, $3.60 ,15,0%, $54.00 , $-   , $54.00 
10387,24, $3.60 ,15,0%, $54.00 , $-   , $54.00 
10387,71, $17.20 ,15,0%, $258.00 , $-   , $258.00 
10389,55, $19.20 ,15,0%, $288.00 , $-   , $288.00 
10407,69, $28.80 ,15,0%, $432.00 , $-   , $432.00 
10407,71, $17.20 ,15,0%, $258.00 , $-   , $258.00 
10418,74, $8.00 ,15,0%, $120.00 , $-   , $120.00 
10437,53, $26.20 ,15,0%, $393.00 , $-   , $393.00 
10439,12, $30.40 ,15,0%, $456.00 , $-   , $456.00 
10444,26, $24.90 ,15,0%, $373.50 , $-   , $373.50 
10445,54, $5.90 ,15,0%, $88.50 , $-   , $88.50 
10452,28, $36.40 ,15,0%, $546.00 , $-   , $546.00 
10458,56, $30.40 ,15,0%, $456.00 , $-   , $456.00 
10468,43, $36.80 ,15,0%, $552.00 , $-   , $552.00 
10470,23, $7.20 ,15,0%, $108.00 , $-   , $108.00 
10477,1, $14.40 ,15,0%, $216.00 , $-   , $216.00 
10518,38, $263.50 ,15,0%," $3,952.50 ", $-   ," $3,952.50 "
10524,54, $7.45 ,15,0%, $111.75 , $-   , $111.75 
10532,30, $25.89 ,15,0%, $388.35 , $-   , $388.35 
10539,21, $10.00 ,15,0%, $150.00 , $-   , $150.00 
10539,33, $2.50 ,15,0%, $37.50 , $-   , $37.50 
10553,11, $21.00 ,15,0%, $315.00 , $-   , $315.00 
10585,47, $9.50 ,15,0%, $142.50 , $-   , $142.50 
10611,60, $34.00 ,15,0%, $510.00 , $-   , $510.00 
10618,68, $12.50 ,15,0%, $187.50 , $-   , $187.50 
10621,71, $21.50 ,15,0%, $322.50 , $-   , $322.50 
10627,62, $49.30 ,15,0%, $739.50 , $-   , $739.50 
10634,51, $53.00 ,15,0%, $795.00 , $-   , $795.00 
10645,36, $19.00 ,15,0%, $285.00 , $-   , $285.00 
10648,22, $21.00 ,15,0%, $315.00 , $-   , $315.00 
10649,72, $34.80 ,15,0%, $522.00 , $-   , $522.00 
10685,47, $9.50 ,15,0%, $142.50 , $-   , $142.50 
10686,26, $31.23 ,15,0%, $468.45 , $-   , $468.45 
10698,11, $21.00 ,15,0%, $315.00 , $-   , $315.00 
10702,76, $18.00 ,15,0%, $270.00 , $-   , $270.00 
10717,54, $7.45 ,15,0%, $111.75 , $-   , $111.75 
10723,26, $31.23 ,15,0%, $468.45 , $-   , $468.45 
10728,30, $25.89 ,15,0%, $388.35 , $-   , $388.35 
10728,60, $34.00 ,15,0%, $510.00 , $-   , $510.00 
10734,30, $25.89 ,15,0%, $388.35 , $-   , $388.35 
10749,56, $38.00 ,15,0%, $570.00 , $-   , $570.00 
10751,73, $15.00 ,15,0%, $225.00 , $-   , $225.00 
10768,60, $34.00 ,15,0%, $510.00 , $-   , $510.00 
10769,62, $49.30 ,15,0%, $739.50 , $-   , $739.50 
10780,77, $13.00 ,15,0%, $195.00 , $-   , $195.00 
10789,35, $18.00 ,15,0%, $270.00 , $-   , $270.00 
10792,68, $12.50 ,15,0%, $187.50 , $-   , $187.50 
10811,19, $9.20 ,15,0%, $138.00 , $-   , $138.00 
10823,57, $19.50 ,15,0%, $292.50 , $-   , $292.50 
10826,57, $19.50 ,15,0%, $292.50 , $-   , $292.50 
10827,10, $31.00 ,15,0%, $465.00 , $-   , $465.00 
10835,59, $55.00 ,15,0%, $825.00 , $-   , $825.00 
10841,77, $13.00 ,15,0%, $195.00 , $-   , $195.00 
10842,11, $21.00 ,15,0%, $315.00 , $-   , $315.00 
10852,2, $19.00 ,15,0%, $285.00 , $-   , $285.00 
10864,67, $14.00 ,15,0%, $210.00 , $-   , $210.00 
10875,49, $20.00 ,15,0%, $300.00 , $-   , $300.00 
10890,17, $39.00 ,15,0%, $585.00 , $-   , $585.00 
10896,45, $9.50 ,15,0%, $142.50 , $-   , $142.50 
10904,58, $13.25 ,15,0%, $198.75 , $-   , $198.75 
10906,61, $28.50 ,15,0%, $427.50 , $-   , $427.50 
10909,16, $17.45 ,15,0%, $261.75 , $-   , $261.75 
10911,67, $14.00 ,15,0%, $210.00 , $-   , $210.00 
10913,58, $13.25 ,15,0%, $198.75 , $-   , $198.75 
10922,17, $39.00 ,15,0%, $585.00 , $-   , $585.00 
10929,77, $13.00 ,15,0%, $195.00 , $-   , $195.00 
10943,13, $6.00 ,15,0%, $90.00 , $-   , $90.00 
10943,46, $12.00 ,15,0%, $180.00 , $-   , $180.00 
10983,57, $19.50 ,15,0%, $292.50 , $-   , $292.50 
10986,20, $81.00 ,15,0%," $1,215.00 ", $-   ," $1,215.00 "
10986,77, $13.00 ,15,0%, $195.00 , $-   , $195.00 
10989,11, $21.00 ,15,0%, $315.00 , $-   , $315.00 
11015,30, $25.89 ,15,0%, $388.35 , $-   , $388.35 
11016,31, $12.50 ,15,0%, $187.50 , $-   , $187.50 
11021,20, $81.00 ,15,0%," $1,215.00 ", $-   ," $1,215.00 "
11042,44, $19.45 ,15,0%, $291.75 , $-   , $291.75 
11045,33, $2.50 ,15,0%, $37.50 , $-   , $37.50 
11055,24, $4.50 ,15,0%, $67.50 , $-   , $67.50 
11055,25, $14.00 ,15,0%, $210.00 , $-   , $210.00 
11061,60, $34.00 ,15,0%, $510.00 , $-   , $510.00 
10248,11, $14.00 ,12,0%, $168.00 , $-   , $168.00 
10248,72, $34.80 ,5,0%, $174.00 , $-   , $174.00 
10249,14, $18.60 ,9,0%, $167.40 , $-   , $167.40 
10249,51, $42.40 ,40,0%," $1,696.00 ", $-   ," $1,696.00 "
10252,60, $27.20 ,40,0%," $1,088.00 ", $-   ," $1,088.00 "
10253,39, $14.40 ,42,0%, $604.80 , $-   , $604.80 
10253,49, $16.00 ,40,0%, $640.00 , $-   , $640.00 
10254,74, $8.00 ,21,0%, $168.00 , $-   , $168.00 
10255,16, $13.90 ,35,0%, $486.50 , $-   , $486.50 
10255,36, $15.20 ,25,0%, $380.00 , $-   , $380.00 
10256,77, $10.40 ,12,0%, $124.80 , $-   , $124.80 
10257,27, $35.10 ,25,0%, $877.50 , $-   , $877.50 
10257,39, $14.40 ,6,0%, $86.40 , $-   , $86.40 
10259,37, $20.80 ,1,0%, $20.80 , $-   , $20.80 
10260,57, $15.60 ,50,0%, $780.00 , $-   , $780.00 
10262,56, $30.40 ,2,0%, $60.80 , $-   , $60.80 
10263,24, $3.60 ,28,0%, $100.80 , $-   , $100.80 
10264,2, $15.20 ,35,0%, $532.00 , $-   , $532.00 
10267,40, $14.70 ,50,0%, $735.00 , $-   , $735.00 
10268,72, $27.80 ,4,0%, $111.20 , $-   , $111.20 
10270,43, $36.80 ,25,0%, $920.00 , $-   , $920.00 
10271,33, $2.00 ,24,0%, $48.00 , $-   , $48.00 
10272,20, $64.80 ,6,0%, $388.80 , $-   , $388.80 
10272,31, $10.00 ,40,0%, $400.00 , $-   , $400.00 
10272,72, $27.80 ,24,0%, $667.20 , $-   , $667.20 
10274,72, $27.80 ,7,0%, $194.60 , $-   , $194.60 
10277,62, $39.40 ,12,0%, $472.80 , $-   , $472.80 
10278,44, $15.50 ,16,0%, $248.00 , $-   , $248.00 
10278,63, $35.10 ,8,0%, $280.80 , $-   , $280.80 
10278,73, $12.00 ,25,0%, $300.00 , $-   , $300.00 
10280,24, $3.60 ,12,0%, $43.20 , $-   , $43.20 
10281,19, $7.30 ,1,0%, $7.30 , $-   , $7.30 
10281,24, $3.60 ,6,0%, $21.60 , $-   , $21.60 
10281,35, $14.40 ,4,0%, $57.60 , $-   , $57.60 
10282,30, $20.70 ,6,0%, $124.20 , $-   , $124.20 
10282,57, $15.60 ,2,0%, $31.20 , $-   , $31.20 
10283,19, $7.30 ,18,0%, $131.40 , $-   , $131.40 
10283,60, $27.20 ,35,0%, $952.00 , $-   , $952.00 
10283,72, $27.80 ,3,0%, $83.40 , $-   , $83.40 
10284,44, $15.50 ,21,0%, $325.50 , $-   , $325.50 
10286,35, $14.40 ,100,0%," $1,440.00 ", $-   ," $1,440.00 "
10286,62, $39.40 ,40,0%," $1,576.00 ", $-   ," $1,576.00 "
10289,64, $26.60 ,9,0%, $239.40 , $-   , $239.40 
10293,18, $50.00 ,12,0%, $600.00 , $-   , $600.00 
10293,63, $35.10 ,5,0%, $175.50 , $-   , $175.50 
10293,75, $6.20 ,6,0%, $37.20 , $-   , $37.20 
10294,1, $14.40 ,18,0%, $259.20 , $-   , $259.20 
10294,60, $27.20 ,21,0%, $571.20 , $-   , $571.20 
10294,75, $6.20 ,6,0%, $37.20 , $-   , $37.20 
10295,56, $30.40 ,4,0%, $121.60 , $-   , $121.60 
10296,11, $16.80 ,12,0%, $201.60 , $-   , $201.60 
10297,39, $14.40 ,60,0%, $864.00 , $-   , $864.00 
10298,2, $15.20 ,40,0%, $608.00 , $-   , $608.00 
10302,17, $31.20 ,40,0%," $1,248.00 ", $-   ," $1,248.00 "
10302,28, $36.40 ,28,0%," $1,019.20 ", $-   ," $1,019.20 "
10302,43, $36.80 ,12,0%, $441.60 , $-   , $441.60 
10304,71, $17.20 ,2,0%, $34.40 , $-   , $34.40 
10306,54, $5.90 ,5,0%, $29.50 , $-   , $29.50 
10307,68, $10.00 ,3,0%, $30.00 , $-   , $30.00 
10308,69, $28.80 ,1,0%, $28.80 , $-   , $28.80 
10308,70, $12.00 ,5,0%, $60.00 , $-   , $60.00 
10309,42, $11.20 ,2,0%, $22.40 , $-   , $22.40 
10309,71, $17.20 ,3,0%, $51.60 , $-   , $51.60 
10310,62, $39.40 ,5,0%, $197.00 , $-   , $197.00 
10311,42, $11.20 ,6,0%, $67.20 , $-   , $67.20 
10311,69, $28.80 ,7,0%, $201.60 , $-   , $201.60 
10312,28, $36.40 ,4,0%, $145.60 , $-   , $145.60 
10312,43, $36.80 ,24,0%, $883.20 , $-   , $883.20 
10313,36, $15.20 ,12,0%, $182.40 , $-   , $182.40 
10315,34, $11.20 ,14,0%, $156.80 , $-   , $156.80 
10316,62, $39.40 ,70,0%," $2,758.00 ", $-   ," $2,758.00 "
10318,76, $14.40 ,6,0%, $86.40 , $-   , $86.40 
10319,17, $31.20 ,8,0%, $249.60 , $-   , $249.60 
10319,28, $36.40 ,14,0%, $509.60 , $-   , $509.60 
10323,15, $12.40 ,5,0%, $62.00 , $-   , $62.00 
10323,25, $11.20 ,4,0%, $44.80 , $-   , $44.80 
10323,39, $14.40 ,4,0%, $57.60 , $-   , $57.60 
10325,6, $20.00 ,6,0%, $120.00 , $-   , $120.00 
10325,13, $4.80 ,12,0%, $57.60 , $-   , $57.60 
10325,14, $18.60 ,9,0%, $167.40 , $-   , $167.40 
10325,31, $10.00 ,4,0%, $40.00 , $-   , $40.00 
10325,72, $27.80 ,40,0%," $1,112.00 ", $-   ," $1,112.00 "
10326,4, $17.60 ,24,0%, $422.40 , $-   , $422.40 
10326,57, $15.60 ,16,0%, $249.60 , $-   , $249.60 
10326,75, $6.20 ,50,0%, $310.00 , $-   , $310.00 
10328,59, $44.00 ,9,0%, $396.00 , $-   , $396.00 
10328,65, $16.80 ,40,0%, $672.00 , $-   , $672.00 
10334,52, $5.60 ,8,0%, $44.80 , $-   , $44.80 
10337,23, $7.20 ,40,0%, $288.00 , $-   , $288.00 
10337,26, $24.90 ,24,0%, $597.60 , $-   , $597.60 
10337,37, $20.80 ,28,0%, $582.40 , $-   , $582.40 
10337,72, $27.80 ,25,0%, $695.00 , $-   , $695.00 
10339,62, $39.40 ,28,0%," $1,103.20 ", $-   ," $1,103.20 "
10341,33, $2.00 ,8,0%, $16.00 , $-   , $16.00 
10343,64, $26.60 ,50,0%," $1,330.00 ", $-   ," $1,330.00 "
10344,4, $17.60 ,35,0%, $616.00 , $-   , $616.00 
10345,8, $32.00 ,70,0%," $2,240.00 ", $-   ," $2,240.00 "
10345,19, $7.30 ,80,0%, $584.00 , $-   , $584.00 
10345,42, $11.20 ,9,0%, $100.80 , $-   , $100.80 
10347,40, $14.70 ,4,0%, $58.80 , $-   , $58.80 
10348,23, $7.20 ,25,0%, $180.00 , $-   , $180.00 
10349,54, $5.90 ,24,0%, $141.60 , $-   , $141.60 
10351,41, $7.70 ,13,0%, $100.10 , $-   , $100.10 
10354,1, $14.40 ,12,0%, $172.80 , $-   , $172.80 
10354,29, $99.00 ,4,0%, $396.00 , $-   , $396.00 
10355,24, $3.60 ,25,0%, $90.00 , $-   , $90.00 
10355,57, $15.60 ,25,0%, $390.00 , $-   , $390.00 
10356,55, $19.20 ,12,0%, $230.40 , $-   , $230.40 
10357,26, $24.90 ,16,0%, $398.40 , $-   , $398.40 
10360,29, $99.00 ,35,0%," $3,465.00 ", $-   ," $3,465.00 "
10360,49, $16.00 ,35,0%, $560.00 , $-   , $560.00 
10360,54, $5.90 ,28,0%, $165.20 , $-   , $165.20 
10362,25, $11.20 ,50,0%, $560.00 , $-   , $560.00 
10362,54, $5.90 ,24,0%, $141.60 , $-   , $141.60 
10363,75, $6.20 ,12,0%, $74.40 , $-   , $74.40 
10363,76, $14.40 ,12,0%, $172.80 , $-   , $172.80 
10364,71, $17.20 ,5,0%, $86.00 , $-   , $86.00 
10365,11, $16.80 ,24,0%, $403.20 , $-   , $403.20 
10366,65, $16.80 ,5,0%, $84.00 , $-   , $84.00 
10366,77, $10.40 ,5,0%, $52.00 , $-   , $52.00 
10367,34, $11.20 ,36,0%, $403.20 , $-   , $403.20 
10367,54, $5.90 ,18,0%, $106.20 , $-   , $106.20 
10367,77, $10.40 ,7,0%, $72.80 , $-   , $72.80 
10368,57, $15.60 ,25,0%, $390.00 , $-   , $390.00 
10378,71, $17.20 ,6,0%, $103.20 , $-   , $103.20 
10381,74, $8.00 ,14,0%, $112.00 , $-   , $112.00 
10382,5, $17.00 ,32,0%, $544.00 , $-   , $544.00 
10382,18, $50.00 ,9,0%, $450.00 , $-   , $450.00 
10382,29, $99.00 ,14,0%," $1,386.00 ", $-   ," $1,386.00 "
10382,33, $2.00 ,60,0%, $120.00 , $-   , $120.00 
10382,74, $8.00 ,50,0%, $400.00 , $-   , $400.00 
10384,20, $64.80 ,28,0%," $1,814.40 ", $-   ," $1,814.40 "
10387,28, $36.40 ,6,0%, $218.40 , $-   , $218.40 
10387,59, $44.00 ,12,0%, $528.00 , $-   , $528.00 
10388,53, $26.20 ,40,0%," $1,048.00 ", $-   ," $1,048.00 "
10389,10, $24.80 ,16,0%, $396.80 , $-   , $396.80 
10390,46, $9.60 ,45,0%, $432.00 , $-   , $432.00 
10391,13, $4.80 ,18,0%, $86.40 , $-   , $86.40 
10392,69, $28.80 ,50,0%," $1,440.00 ", $-   ," $1,440.00 "
10393,31, $10.00 ,32,0%, $320.00 , $-   , $320.00 
10395,69, $28.80 ,8,0%, $230.40 , $-   , $230.40 
10396,23, $7.20 ,40,0%, $288.00 , $-   , $288.00 
10396,71, $17.20 ,60,0%," $1,032.00 ", $-   ," $1,032.00 "
10396,72, $27.80 ,21,0%, $583.80 , $-   , $583.80 
10399,68, $10.00 ,60,0%, $600.00 , $-   , $600.00 
10399,76, $14.40 ,35,0%, $504.00 , $-   , $504.00 
10399,77, $10.40 ,14,0%, $145.60 , $-   , $145.60 
10400,29, $99.00 ,21,0%," $2,079.00 ", $-   ," $2,079.00 "
10400,35, $14.40 ,35,0%, $504.00 , $-   , $504.00 
10401,30, $20.70 ,18,0%, $372.60 , $-   , $372.60 
10401,56, $30.40 ,70,0%," $2,128.00 ", $-   ," $2,128.00 "
10401,71, $17.20 ,60,0%," $1,032.00 ", $-   ," $1,032.00 "
10402,23, $7.20 ,60,0%, $432.00 , $-   , $432.00 
10402,63, $35.10 ,65,0%," $2,281.50 ", $-   ," $2,281.50 "
10405,3, $8.00 ,50,0%, $400.00 , $-   , $400.00 
10408,54, $5.90 ,6,0%, $35.40 , $-   , $35.40 
10408,62, $39.40 ,35,0%," $1,379.00 ", $-   ," $1,379.00 "
10409,14, $18.60 ,12,0%, $223.20 , $-   , $223.20 
10409,21, $8.00 ,12,0%, $96.00 , $-   , $96.00 
10410,33, $2.00 ,49,0%, $98.00 , $-   , $98.00 
10410,59, $44.00 ,16,0%, $704.00 , $-   , $704.00 
10413,1, $14.40 ,24,0%, $345.60 , $-   , $345.60 
10413,62, $39.40 ,40,0%," $1,576.00 ", $-   ," $1,576.00 "
10413,76, $14.40 ,14,0%, $201.60 , $-   , $201.60 
10414,33, $2.00 ,50,0%, $100.00 , $-   , $100.00 
10415,17, $31.20 ,2,0%, $62.40 , $-   , $62.40 
10417,38, $210.80 ,50,0%," $10,540.00 ", $-   ," $10,540.00 "
10417,77, $10.40 ,35,0%, $364.00 , $-   , $364.00 
10418,2, $15.20 ,60,0%, $912.00 , $-   , $912.00 
10418,47, $7.60 ,55,0%, $418.00 , $-   , $418.00 
10418,61, $22.80 ,16,0%, $364.80 , $-   , $364.80 
10422,26, $24.90 ,2,0%, $49.80 , $-   , $49.80 
10423,31, $10.00 ,14,0%, $140.00 , $-   , $140.00 
10426,56, $30.40 ,5,0%, $152.00 , $-   , $152.00 
10426,64, $26.60 ,7,0%, $186.20 , $-   , $186.20 
10427,14, $18.60 ,35,0%, $651.00 , $-   , $651.00 
10429,50, $13.00 ,40,0%, $520.00 , $-   , $520.00 
10430,21, $8.00 ,50,0%, $400.00 , $-   , $400.00 
10432,54, $5.90 ,40,0%, $236.00 , $-   , $236.00 
10433,56, $30.40 ,28,0%, $851.20 , $-   , $851.20 
10434,11, $16.80 ,6,0%, $100.80 , $-   , $100.80 
10435,22, $16.80 ,12,0%, $201.60 , $-   , $201.60 
10436,46, $9.60 ,5,0%, $48.00 , $-   , $48.00 
10439,16, $13.90 ,16,0%, $222.40 , $-   , $222.40 
10439,64, $26.60 ,6,0%, $159.60 , $-   , $159.60 
10441,27, $35.10 ,50,0%," $1,755.00 ", $-   ," $1,755.00 "
10442,54, $5.90 ,80,0%, $472.00 , $-   , $472.00 
10442,66, $13.60 ,60,0%, $816.00 , $-   , $816.00 
10443,28, $36.40 ,12,0%, $436.80 , $-   , $436.80 
10444,35, $14.40 ,8,0%, $115.20 , $-   , $115.20 
10445,39, $14.40 ,6,0%, $86.40 , $-   , $86.40 
10447,19, $7.30 ,40,0%, $292.00 , $-   , $292.00 
10447,65, $16.80 ,35,0%, $588.00 , $-   , $588.00 
10447,71, $17.20 ,2,0%, $34.40 , $-   , $34.40 
10448,26, $24.90 ,6,0%, $149.40 , $-   , $149.40 
10449,10, $24.80 ,14,0%, $347.20 , $-   , $347.20 
10449,62, $39.40 ,35,0%," $1,379.00 ", $-   ," $1,379.00 "
10455,53, $26.20 ,50,0%," $1,310.00 ", $-   ," $1,310.00 "
10455,61, $22.80 ,25,0%, $570.00 , $-   , $570.00 
10457,59, $44.00 ,36,0%," $1,584.00 ", $-   ," $1,584.00 "
10458,71, $17.20 ,50,0%, $860.00 , $-   , $860.00 
10459,72, $27.80 ,40,0%," $1,112.00 ", $-   ," $1,112.00 "
10462,13, $4.80 ,1,0%, $4.80 , $-   , $4.80 
10462,23, $7.20 ,21,0%, $151.20 , $-   , $151.20 
10463,19, $7.30 ,21,0%, $153.30 , $-   , $153.30 
10463,42, $11.20 ,50,0%, $560.00 , $-   , $560.00 
10464,43, $36.80 ,3,0%, $110.40 , $-   , $110.40 
10465,24, $3.60 ,25,0%, $90.00 , $-   , $90.00 
10465,50, $13.00 ,25,0%, $325.00 , $-   , $325.00 
10466,46, $9.60 ,5,0%, $48.00 , $-   , $48.00 
10467,24, $3.60 ,28,0%, $100.80 , $-   , $100.80 
10467,25, $11.20 ,12,0%, $134.40 , $-   , $134.40 
10468,30, $20.70 ,8,0%, $165.60 , $-   , $165.60 
10470,64, $26.60 ,8,0%, $212.80 , $-   , $212.80 
10472,51, $42.40 ,18,0%, $763.20 , $-   , $763.20 
10473,33, $2.00 ,12,0%, $24.00 , $-   , $24.00 
10473,71, $17.20 ,12,0%, $206.40 , $-   , $206.40 
10474,14, $18.60 ,12,0%, $223.20 , $-   , $223.20 
10474,28, $36.40 ,18,0%, $655.20 , $-   , $655.20 
10474,40, $14.70 ,21,0%, $308.70 , $-   , $308.70 
10476,70, $12.00 ,12,0%, $144.00 , $-   , $144.00 
10479,53, $26.20 ,28,0%, $733.60 , $-   , $733.60 
10479,59, $44.00 ,60,0%," $2,640.00 ", $-   ," $2,640.00 "
10480,59, $44.00 ,12,0%, $528.00 , $-   , $528.00 
10481,49, $16.00 ,24,0%, $384.00 , $-   , $384.00 
10481,60, $27.20 ,40,0%," $1,088.00 ", $-   ," $1,088.00 "
10484,21, $8.00 ,14,0%, $112.00 , $-   , $112.00 
10484,51, $42.40 ,3,0%, $127.20 , $-   , $127.20 
10486,11, $16.80 ,5,0%, $84.00 , $-   , $84.00 
10486,51, $42.40 ,25,0%," $1,060.00 ", $-   ," $1,060.00 "
10486,74, $8.00 ,16,0%, $128.00 , $-   , $128.00 
10487,19, $7.30 ,5,0%, $36.50 , $-   , $36.50 
10489,16, $13.90 ,18,0%, $250.20 , $-   , $250.20 
10490,59, $44.00 ,60,0%," $2,640.00 ", $-   ," $2,640.00 "
10490,75, $6.20 ,36,0%, $223.20 , $-   , $223.20 
10495,77, $10.40 ,5,0%, $52.00 , $-   , $52.00 
10497,56, $30.40 ,14,0%, $425.60 , $-   , $425.60 
10497,72, $27.80 ,25,0%, $695.00 , $-   , $695.00 
10497,77, $10.40 ,25,0%, $260.00 , $-   , $260.00 
10498,24, $4.50 ,14,0%, $63.00 , $-   , $63.00 
10498,40, $18.40 ,5,0%, $92.00 , $-   , $92.00 
10499,49, $20.00 ,25,0%, $500.00 , $-   , $500.00 
10502,45, $9.50 ,21,0%, $199.50 , $-   , $199.50 
10502,53, $32.80 ,6,0%, $196.80 , $-   , $196.80 
10503,14, $23.25 ,70,0%," $1,627.50 ", $-   ," $1,627.50 "
10504,2, $19.00 ,12,0%, $228.00 , $-   , $228.00 
10504,21, $10.00 ,12,0%, $120.00 , $-   , $120.00 
10504,61, $28.50 ,25,0%, $712.50 , $-   , $712.50 
10505,62, $49.30 ,3,0%, $147.90 , $-   , $147.90 
10509,28, $45.60 ,3,0%, $136.80 , $-   , $136.80 
10510,29, $123.79 ,36,0%," $4,456.44 ", $-   ," $4,456.44 "
10514,20, $81.00 ,39,0%," $3,159.00 ", $-   ," $3,159.00 "
10514,28, $45.60 ,35,0%," $1,596.00 ", $-   ," $1,596.00 "
10514,56, $38.00 ,70,0%," $2,660.00 ", $-   ," $2,660.00 "
10514,65, $21.05 ,39,0%, $820.95 , $-   , $820.95 
10514,75, $7.75 ,50,0%, $387.50 , $-   , $387.50 
10515,16, $17.45 ,50,0%, $872.50 , $-   , $872.50 
10515,27, $43.90 ,120,0%," $5,268.00 ", $-   ," $5,268.00 "
10517,52, $7.00 ,6,0%, $42.00 , $-   , $42.00 
10517,59, $55.00 ,4,0%, $220.00 , $-   , $220.00 
10517,70, $15.00 ,6,0%, $90.00 , $-   , $90.00 
10518,24, $4.50 ,5,0%, $22.50 , $-   , $22.50 
10518,44, $19.45 ,9,0%, $175.05 , $-   , $175.05 
10519,56, $38.00 ,40,0%," $1,520.00 ", $-   ," $1,520.00 "
10520,24, $4.50 ,8,0%, $36.00 , $-   , $36.00 
10520,53, $32.80 ,5,0%, $164.00 , $-   , $164.00 
10521,35, $18.00 ,3,0%, $54.00 , $-   , $54.00 
10521,68, $12.50 ,6,0%, $75.00 , $-   , $75.00 
10522,8, $40.00 ,24,0%, $960.00 , $-   , $960.00 
10524,10, $31.00 ,2,0%, $62.00 , $-   , $62.00 
10524,43, $46.00 ,60,0%," $2,760.00 ", $-   ," $2,760.00 "
10528,11, $21.00 ,3,0%, $63.00 , $-   , $63.00 
10528,72, $34.80 ,9,0%, $313.20 , $-   , $313.20 
10529,55, $24.00 ,14,0%, $336.00 , $-   , $336.00 
10530,17, $39.00 ,40,0%," $1,560.00 ", $-   ," $1,560.00 "
10530,43, $46.00 ,25,0%," $1,150.00 ", $-   ," $1,150.00 "
10530,76, $18.00 ,50,0%, $900.00 , $-   , $900.00 
10531,59, $55.00 ,2,0%, $110.00 , $-   , $110.00 
10532,66, $17.00 ,24,0%, $408.00 , $-   , $408.00 
10533,72, $34.80 ,24,0%, $835.20 , $-   , $835.20 
10537,51, $53.00 ,6,0%, $318.00 , $-   , $318.00 
10537,72, $34.80 ,21,0%, $730.80 , $-   , $730.80 
10537,73, $15.00 ,9,0%, $135.00 , $-   , $135.00 
10538,70, $15.00 ,7,0%, $105.00 , $-   , $105.00 
10538,72, $34.80 ,1,0%, $34.80 , $-   , $34.80 
10539,13, $6.00 ,8,0%, $48.00 , $-   , $48.00 
10539,49, $20.00 ,6,0%, $120.00 , $-   , $120.00 
10540,3, $10.00 ,60,0%, $600.00 , $-   , $600.00 
10540,26, $31.23 ,40,0%," $1,249.20 ", $-   ," $1,249.20 "
10540,68, $12.50 ,35,0%, $437.50 , $-   , $437.50 
10544,28, $45.60 ,7,0%, $319.20 , $-   , $319.20 
10544,67, $14.00 ,7,0%, $98.00 , $-   , $98.00 
10546,62, $49.30 ,40,0%," $1,972.00 ", $-   ," $1,972.00 "
10547,36, $19.00 ,60,0%," $1,140.00 ", $-   ," $1,140.00 "
10548,41, $9.65 ,14,0%, $135.10 , $-   , $135.10 
10551,44, $19.45 ,40,0%, $778.00 , $-   , $778.00 
10552,69, $36.00 ,18,0%, $648.00 , $-   , $648.00 
10553,16, $17.45 ,14,0%, $244.30 , $-   , $244.30 
10553,22, $21.00 ,24,0%, $504.00 , $-   , $504.00 
10553,35, $18.00 ,6,0%, $108.00 , $-   , $108.00 
10556,72, $34.80 ,24,0%, $835.20 , $-   , $835.20 
10558,47, $9.50 ,25,0%, $237.50 , $-   , $237.50 
10558,53, $32.80 ,18,0%, $590.40 , $-   , $590.40 
10558,73, $15.00 ,3,0%, $45.00 , $-   , $45.00 
10561,51, $53.00 ,50,0%," $2,650.00 ", $-   ," $2,650.00 "
10563,36, $19.00 ,25,0%, $475.00 , $-   , $475.00 
10563,52, $7.00 ,70,0%, $490.00 , $-   , $490.00 
10567,51, $53.00 ,3,0%, $159.00 , $-   , $159.00 
10568,10, $31.00 ,5,0%, $155.00 , $-   , $155.00 
10572,40, $18.40 ,50,0%, $920.00 , $-   , $920.00 
10573,17, $39.00 ,18,0%, $702.00 , $-   , $702.00 
10573,34, $14.00 ,40,0%, $560.00 , $-   , $560.00 
10573,53, $32.80 ,25,0%, $820.00 , $-   , $820.00 
10574,33, $2.50 ,14,0%, $35.00 , $-   , $35.00 
10574,40, $18.40 ,2,0%, $36.80 , $-   , $36.80 
10574,64, $33.25 ,6,0%, $199.50 , $-   , $199.50 
